"","ID","Title","U","N1","AUC","P.Value","adj.P.Val"
"GO:0003206","GO:0003206","cardiac chamber morphogenesis",651500,103,0.480824227932087,0.25095213226629,0.457486104090194
"GO:0016581","GO:0016581","NuRD complex",130052,18,0.545703256126217,0.251051121881483,0.457486104090194
"GO:0090545","GO:0090545","CHD-type complex",130052,18,0.545703256126217,0.251051121881483,0.457486104090194
"GO:0044065","GO:0044065","regulation of respiratory system process",109257,15,0.550011326738654,0.25125883291222,0.457486104090194
"GO:0060041","GO:0060041","retina development in camera-type eye",981424,145,0.51616269193246,0.251280318219289,0.457486104090194
"GO:0006220","GO:0006220","pyrimidine nucleotide metabolic process",300919,43,0.529558553088897,0.251331280379898,0.457486104090194
"GO:0043649","GO:0043649","dicarboxylic acid catabolic process",116192,16,0.54840658510799,0.251340132880533,0.457486104090194
"GO:0032732","GO:0032732","positive regulation of interleukin-1 production",216253,35,0.467265911128877,0.251455752501256,0.457486104090194
"GO:0001779","GO:0001779","natural killer cell differentiation",139918,23,0.459644223977924,0.251490674575105,0.457486104090194
"GO:0097421","GO:0097421","liver regeneration",89399,15,0.4500440484281,0.251495465474736,0.457486104090194
"GO:0030983","GO:0030983","mismatched DNA binding",88350,12,0.555828174543258,0.251565378960362,0.457486104090194
"GO:0048644","GO:0048644","muscle organ morphogenesis",476252,69,0.523330267537397,0.251576185316578,0.457486104090194
"GO:0046689","GO:0046689","response to mercury ion",89408,15,0.450089355382718,0.251689161490636,0.457486104090194
"GO:0060004","GO:0060004","reflex",150715,21,0.542185144814139,0.251720922737254,0.457486104090194
"GO:0015101","GO:0015101","organic cation transmembrane transporter activity",76865,13,0.446409385254232,0.25176150402851,0.457486104090194
"GO:0009156","GO:0009156","ribonucleoside monophosphate biosynthetic process",509766,74,0.522506805956442,0.25182017532438,0.457486104090194
"GO:1904035","GO:1904035","regulation of epithelial cell apoptotic process",350568,56,0.474181401086415,0.252118855393086,0.457486104090194
"GO:0016446","GO:0016446","somatic hypermutation of immunoglobulin genes",70625,12,0.444316523227138,0.252119034217227,0.457486104090194
"GO:0014072","GO:0014072","response to isoquinoline alkaloid",219228,31,0.534654189743852,0.252208759329224,0.457486104090194
"GO:0043278","GO:0043278","response to morphine",219228,31,0.534654189743852,0.252208759329224,0.457486104090194
"GO:0002088","GO:0002088","lens development in camera-type eye",456036,66,0.52377473951155,0.252267360471853,0.457486104090194
"GO:0046330","GO:0046330","positive regulation of JNK cascade",696467,110,0.481557513068009,0.252313986166562,0.457486104090194
"GO:0060444","GO:0060444","branching involved in mammary gland duct morphogenesis",185022,26,0.537804622825784,0.252367899308464,0.457486104090194
"GO:0035561","GO:0035561","regulation of chromatin binding",83160,14,0.448504983388704,0.252373574782528,0.457486104090194
"GO:0070932","GO:0070932","histone H3 deacetylation",157557,22,0.541075991098657,0.252450308157027,0.457486104090194
"GO:0098543","GO:0098543","detection of other organism",136886,19,0.544189615211834,0.252477055124716,0.457486104090194
"GO:0005978","GO:0005978","glycogen biosynthetic process",334686,48,0.527829295987888,0.252498207051194,0.457486104090194
"GO:0009250","GO:0009250","glucan biosynthetic process",334686,48,0.527829295987888,0.252498207051194,0.457486104090194
"GO:0005671","GO:0005671","Ada2/Gcn5/Ada3 transcription activator complex",95283,13,0.55337572959317,0.2526178800031,0.457486104090194
"GO:0031514","GO:0031514","motile cilium",576594,84,0.521042529657984,0.252730983603497,0.457486104090194
"GO:0072148","GO:0072148","epithelial cell fate commitment",102047,17,0.453346779388441,0.252751217972964,0.457486104090194
"GO:0051893","GO:0051893","regulation of focal adhesion assembly",286626,46,0.471616712079927,0.252816138969335,0.457486104090194
"GO:0090109","GO:0090109","regulation of cell-substrate junction assembly",286626,46,0.471616712079927,0.252816138969335,0.457486104090194
"GO:0043574","GO:0043574","peroxisomal transport",102051,17,0.453364549505324,0.252832291949165,0.457486104090194
"GO:0051427","GO:0051427","hormone receptor binding",983973,155,0.484485453959079,0.252977747259401,0.457486104090194
"GO:0006346","GO:0006346","methylation-dependent chromatin silencing",89469,15,0.450396435852903,0.253004063930626,0.457486104090194
"GO:0043666","GO:0043666","regulation of phosphoprotein phosphatase activity",363471,58,0.474753134796238,0.253166846968466,0.457486104090194
"GO:0046527","GO:0046527","glucosyltransferase activity",95254,13,0.553207306095188,0.25329016468859,0.457486104090194
"GO:0003205","GO:0003205","cardiac chamber development",926642,146,0.48404995528513,0.253378009185424,0.457486104090194
"GO:0032104","GO:0032104","regulation of response to extracellular stimulus",829233,122,0.51743238453705,0.253380544200958,0.457486104090194
"GO:0032107","GO:0032107","regulation of response to nutrient levels",829233,122,0.51743238453705,0.253380544200958,0.457486104090194
"GO:0016441","GO:0016441","posttranscriptional gene silencing",248335,40,0.469690951732486,0.253668539051828,0.457486104090194
"GO:0035194","GO:0035194","posttranscriptional gene silencing by RNA",248335,40,0.469690951732486,0.253668539051828,0.457486104090194
"GO:0005875","GO:0005875","microtubule associated complex",928330,137,0.516434066523993,0.253712620254028,0.457486104090194
"GO:0005753","GO:0005753","mitochondrial proton-transporting ATP synthase complex",121047,20,0.45719519564889,0.253801522965076,0.457486104090194
"GO:0034105","GO:0034105","positive regulation of tissue remodeling",152750,25,0.46172447668707,0.253897485679018,0.457486104090194
"GO:0006613","GO:0006613","cotranslational protein targeting to membrane",643188,94,0.51978316103881,0.25397490012533,0.457486104090194
"GO:0008483","GO:0008483","transaminase activity",136802,19,0.543855673627759,0.254089274405369,0.457486104090194
"GO:0031440","GO:0031440","regulation of mRNA 3'-end processing",152762,25,0.461760749641049,0.254098614848601,0.457486104090194
"GO:0004298","GO:0004298","threonine-type endopeptidase activity",143695,20,0.542736818250491,0.254138743662299,0.457486104090194
"GO:0070003","GO:0070003","threonine-type peptidase activity",143695,20,0.542736818250491,0.254138743662299,0.457486104090194
"GO:0072673","GO:0072673","lamellipodium morphogenesis",109122,15,0.549331722419391,0.254171085038199,0.457486104090194
"GO:0008135","GO:0008135","translation factor activity, RNA binding",549693,80,0.521411633024738,0.254187206377648,0.457486104090194
"GO:2000779","GO:2000779","regulation of double-strand break repair",184575,30,0.465111883882673,0.25425572308868,0.457486104090194
"GO:0045685","GO:0045685","regulation of glial cell differentiation",395276,57,0.525313738858167,0.254443017590851,0.457576608221514
"GO:0009142","GO:0009142","nucleoside triphosphate biosynthetic process",415477,60,0.524671667424357,0.254476514318308,0.457576608221514
"GO:0006558","GO:0006558","L-phenylalanine metabolic process",88223,12,0.555029191202376,0.254630520948172,0.457576608221514
"GO:1902221","GO:1902221","erythrose 4-phosphate/phosphoenolpyruvate family amino acid metabolic process",88223,12,0.555029191202376,0.254630520948172,0.457576608221514
"GO:0060841","GO:0060841","venous blood vessel development",89546,15,0.450784062020187,0.254669005495966,0.457576608221514
"GO:0090263","GO:0090263","positive regulation of canonical Wnt signaling pathway",842285,124,0.517178389503726,0.254785194105347,0.457582468961686
"GO:1990782","GO:1990782","protein tyrosine kinase binding",341255,49,0.527245647293667,0.254817462486993,0.457582468961686
"GO:0051721","GO:0051721","protein phosphatase 2A binding",171899,28,0.464040060468632,0.255137156783001,0.457610065185124
"GO:0071709","GO:0071709","membrane assembly",198540,28,0.535957240038873,0.255153033441996,0.457610065185124
"GO:0010369","GO:0010369","chromocenter",83286,14,0.449184536393839,0.255193220755369,0.457610065185124
"GO:0008017","GO:0008017","microtubule binding",1197490,178,0.514332714840394,0.255295754743744,0.457610065185124
"GO:0051208","GO:0051208","sequestering of calcium ion",742801,109,0.518266641827857,0.255308310492571,0.457610065185124
"GO:0070989","GO:0070989","oxidative demethylation",89577,15,0.450940119308314,0.255340923037774,0.457610065185124
"GO:0018345","GO:0018345","protein palmitoylation",164249,23,0.53957392289877,0.255645492756781,0.457610065185124
"GO:1902808","GO:1902808","positive regulation of cell cycle G1/S phase transition",191664,27,0.536517773914796,0.255718964584332,0.457610065185124
"GO:0060561","GO:0060561","apoptotic process involved in morphogenesis",184803,26,0.537168054134499,0.255968591548478,0.457610065185124
"GO:0045687","GO:0045687","positive regulation of glial cell differentiation",191070,31,0.465982338179238,0.256139503194783,0.457610065185124
"GO:0008138","GO:0008138","protein tyrosine/serine/threonine phosphatase activity",314088,45,0.528247433083579,0.256152800430073,0.457610065185124
"GO:0044420","GO:0044420","extracellular matrix component",805697,127,0.483136917686523,0.256197977538641,0.457610065185124
"GO:0015459","GO:0015459","potassium channel regulator activity",307312,44,0.528557865624613,0.256209554319219,0.457610065185124
"GO:0000145","GO:0000145","exocyst",109022,15,0.54882831181253,0.256339666951806,0.457610065185124
"GO:0032611","GO:0032611","interleukin-1 beta production",363759,58,0.475129310344828,0.256344886666871,0.457610065185124
"GO:0021756","GO:0021756","striatum development",122870,17,0.545853565351826,0.256413056574038,0.457610065185124
"GO:0009582","GO:0009582","detection of abiotic stimulus",1194491,188,0.48612666655814,0.256483780506234,0.457610065185124
"GO:0016417","GO:0016417","S-acyltransferase activity",191616,27,0.5363834093333,0.256496526587277,0.457610065185124
"GO:0019210","GO:0019210","kinase inhibitor activity",543255,86,0.47957171307707,0.256529153091177,0.457610065185124
"GO:0090201","GO:0090201","negative regulation of release of cytochrome c from mitochondria",115943,16,0.547231347228515,0.256554493119535,0.457610065185124
"GO:0050654","GO:0050654","chondroitin sulfate proteoglycan metabolic process",388342,56,0.525274850130933,0.256629467187557,0.457610065185124
"GO:0055001","GO:0055001","muscle cell development",987243,146,0.515706097938101,0.25663861826908,0.457610065185124
"GO:0090559","GO:0090559","regulation of membrane permeability",469034,68,0.522938500646657,0.256706825337283,0.457610065185124
"GO:0001046","GO:0001046","core promoter sequence-specific DNA binding",682807,100,0.518929168566651,0.256810367644334,0.457610065185124
"GO:0061437","GO:0061437","renal system vasculature development",146575,24,0.46148493778651,0.256884878586444,0.457610065185124
"GO:0061440","GO:0061440","kidney vasculature development",146575,24,0.46148493778651,0.256884878586444,0.457610065185124
"GO:0001973","GO:0001973","adenosine receptor signaling pathway",88130,12,0.554444108913383,0.256887417609985,0.457610065185124
"GO:0036315","GO:0036315","cellular response to sterol",102043,14,0.550346248435949,0.257149689635594,0.457610065185124
"GO:1902041","GO:1902041","regulation of extrinsic apoptotic signaling pathway via death domain receptors",344613,55,0.474565697878581,0.25719411331894,0.457610065185124
"GO:0019359","GO:0019359","nicotinamide nucleotide biosynthetic process",77104,13,0.447797427185876,0.257320151254391,0.457610065185124
"GO:0019363","GO:0019363","pyridine nucleotide biosynthetic process",77104,13,0.447797427185876,0.257320151254391,0.457610065185124
"GO:0009223","GO:0009223","pyrimidine deoxyribonucleotide catabolic process",81126,11,0.55673668823816,0.257355284118868,0.457610065185124
"GO:0030500","GO:0030500","regulation of bone mineralization",455540,66,0.523205064593785,0.257400540801342,0.457610065185124
"GO:0031000","GO:0031000","response to caffeine",143520,20,0.542075842272247,0.257429486985272,0.457610065185124
"GO:0099528","GO:0099528","G-protein coupled neurotransmitter receptor activity",83388,14,0.449734650731328,0.257487798414591,0.457610065185124
"GO:0045662","GO:0045662","negative regulation of myoblast differentiation",164143,23,0.539225702600154,0.257507429543703,0.457610065185124
"GO:0004197","GO:0004197","cysteine-type endopeptidase activity",502483,73,0.522057547752999,0.257521914791613,0.457610065185124
"GO:0001891","GO:0001891","phagocytic cup",108599,18,0.455685632762672,0.257591704153073,0.457610065185124
"GO:0033280","GO:0033280","response to vitamin D",266503,38,0.530502030416434,0.257728152548474,0.45770043129575
"GO:0006901","GO:0006901","vesicle coating",485695,77,0.478546944293094,0.257787804394719,0.45770043129575
"GO:0016460","GO:0016460","myosin II complex",146634,24,0.461670696690343,0.257901137689319,0.45777270370481
"GO:0051928","GO:0051928","positive regulation of calcium ion transport",652359,103,0.481458192647043,0.258073549802833,0.457856826223574
"GO:0072600","GO:0072600","establishment of protein localization to Golgi",115870,16,0.546886799577103,0.258093813037024,0.457856826223574
"GO:0002676","GO:0002676","regulation of chronic inflammatory response",64623,11,0.443482915514319,0.258169654786437,0.457862502565817
"GO:0001104","GO:0001104","RNA polymerase II transcription cofactor activity",615999,90,0.519777744025921,0.258584682198501,0.458320240863085
"GO:0042311","GO:0042311","vasodilation",482261,70,0.522402400450626,0.258645510592495,0.458320240863085
